ID	Fare	Source	Destination	Status	Departure	Arrival	Type	Fee	Experts	Flyer
45124	$972	Tocumen, PTY	Rome, FCO	Closed	26-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Emily.e.german
45125	$867	New York, NYC	Dublin, DUB	Closed	29-Jun-13	(multi-city)	Multi-City	Finder's Fee $34	6 Experts	Nyterps
45126	$1,250	San Francisco, SFO	Rio De Janeiro, ALL	Closed	20-Jun-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Lauramaguire99
45127	$705	London, LON	New York, NYC	Closed	23-Jun-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Davidwarner1973
45128	$675	Dublin, DUB	Beijing, PEK	Closed	08-May-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Stepehencue
45131	$2,201	Nairobi, NBO	Sydney, SYD	Closed	31-Dec-12	05-Jan-13	Round-Trip	Finder's Fee $39	4 Experts	Basilthedoofus
45139	$1,510	Vancouver, YVR	Kolkata / Calcutta, CCU	Closed	13-Jan-13	21-Jan-13	Round-Trip	Finder's Fee $39	5 Experts	Bt9216
45144	$1,632	Melbourne, MEL	San Diego, SAN	Closed	29-Apr-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Danlenaghan
45146	$1,327	Brisbane, BNE	Koh Samui (Ko Samui), USM	Closed	06-Jan-13	13-Jan-13	Round-Trip	Finder's Fee $39	2 Experts	Petewnicholls
45147	$643	Vladivostok, VVO	Shanghai, ALL	Closed	17-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Mattfreeman621
45150	$1,370	San Francisco, SFO	New Delhi, DEL	Closed	04-Feb-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Klaushenkel
45153	$2,555	London, LON	Bangkok, BKK	Closed	06-Mar-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	Jimenezm952
45155	$1,685	Sydney, SYD	Durban, DUR	Closed	26-Jan-13	08-Feb-13	Round-Trip	Finder's Fee $39	1 Expert	Nrgold
45163	$1,341	Boston, BOS	Papeete, PPT	Closed	24-Feb-13	(one-way)	One-Way	Finder's Fee $65	2 Experts	Arscan
45170	$1,373	Canberra, CBR	Vasco da Gama, GOI	Closed	08-Feb-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Nick.scroxton
45179	$1,477	Denver, DEN	Bariloche, BRC	Closed	08-Apr-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Zgnomad
45187	$973	Gaborone, GBE	Los Angeles, LAX	Closed	07-Jan-13	(one-way)	One-Way	Finder's Fee $50	3 Experts	Flexmagic
45201	$1,461	Frankfurt, FRA	Singapore, SIN	Closed	01-Nov-13	(multi-city)	Multi-City	Finder's Fee $39	2 Experts	Info51
45207	$983	Washington, IAD	Manila, MNL	Closed	02-Feb-13	(one-way)	One-Way	Finder's Fee $49	2 Experts	Minicrystal.chav
45220	$750	Paris, ALL	Kuala Lumpur, KUL	Closed	16-Mar-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Neveue
45223	$97	Cincinnati, CVG	Geneva, GVA	Closed	08-Mar-13	(multi-city)	Multi-City	Finder's Fee $59	5 Experts	Edwardsd7
45229	$209	New York, NYC	Miami, MIA	Closed	21-Mar-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Vexity
45244	$1,266	Sydney, SYD	Europe	Closed	01-Apr-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Peter1
45246	$7,130	London, LON	Beijing, PEK	Closed	09-Jan-13	15-Jan-13	Round-Trip	Finder's Fee $59	3 Experts	Forth.bryan
45247	$402	San Francisco, SFO	Honolulu Oahu, HNL	Closed	05-Jan-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Canavan.mary
45248	$661	Boston, BOS	Reykjavík, ALL	Closed	11-Jan-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Mikesellers354
45249	$704	Denpasar, DPS	Brisbane, BNE	Closed	25-Mar-13	(one-way)	One-Way	Finder's Fee $44	7 Experts	Tiffany
45250	$194	Barcelona, BCN	Berlin, BER	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Joancascais
45251	$564	Brisbane, BNE	London, LON	Closed	05-Apr-13	(one-way)	One-Way	Finder's Fee $24	5 Experts	Cheerfulwanderer
45254	$627	San Francisco, SFO	Beirut, BEY	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Nessup
45264	$2,129	Cairns, CNS	Austin, AUS	Closed	30-Jun-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Nicholas.tte
45265	$1,428	Melbourne, MEL	London, LHR	Closed	22-May-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Paolaluz09
45274	$728	Miami, MIA	São Paulo, SAO	Closed	12-Mar-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Fabiomonterosso
45276	$976	Madrid, MAD	Kuala Lumpur, KUL	Closed	28-Jun-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Abalcells
45277	$979	Berlin, BER	Hong Kong, HKG	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Munsteradrian
45278	$1,429	Los Angeles, LAX	Sydney, SYD	Closed	02-Aug-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Dominikkholer
45280	$365	Haikou, HAK	Shanghai, ALL	Closed	10-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Enriquehesse
45286	$1,760	Dubai, DXB	Oklahoma City, OKC	Closed	13-Jan-13	(one-way)	One-Way	Finder's Fee $54	4 Experts	Rbumar2001
45297	$486	Las Vegas, LAS	Seoul, ICN	Closed	16-Jan-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	Brisilva85
45299	$727	Berlin, BER	San Francisco, SFO	Closed	14-Feb-13	(one-way)	One-Way	Finder's Fee $75	5 Experts	Jojo
45300	$1,467	Ottawa, YOW	Kuala Lumpur, KUL	Closed	19-Mar-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Seraphyna84
45301	$937	Stuttgart, STR	Lapu-Lapu City, CEB	Closed	06-Mar-13	27-Mar-13	Round-Trip	Finder's Fee $50	2 Experts	Jo.nil
45306	$1,047	Denver, DEN	Santiago, SCL	Closed	04-Mar-13	(one-way)	One-Way	Finder's Fee $39	6 Experts	Weston881
45311	$783	San Francisco, SFO	London, LON	Closed	06-May-13	16-May-13	Round-Trip	Finder's Fee $60	9 Experts	Justin89
45318	$1,168	San Francisco, SFO	Sydney, SYD	Closed	31-Jan-13	04-Feb-13	Round-Trip	Finder's Fee $49	4 Experts	Akkerman.mike
45320	$671	New York, NYC	Dublin, DUB	Closed	22-Mar-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Rosenbloom
45327	$2,412	Melbourne, ALL	Phuket, HKT	Closed	20-Feb-13	(multi-city)	Multi-City	Finder's Fee $69	6 Experts	Touchtone
45331	$4,236	Melbourne, MEL	London, LHR	Closed	10-Jul-13	06-Sep-13	Round-Trip	Finder's Fee $59	6 Experts	Yambob49
45334	$1,811	Brisbane, BNE	Singapore, SIN	Closed	08-Jun-13	(one-way)	One-Way	Finder's Fee $59	5 Experts	Rodhowarth257
45338	$295	Brisbane, BNE	Los Angeles, LAX	Closed	25-Mar-13	(one-way)	One-Way	Finder's Fee $69	3 Experts	David.slater
45347	$2,775	Melbourne, MEL	Toronto, YYZ	Closed	04-Jul-13	(one-way)	One-Way	Finder's Fee $54	3 Experts	Dsammut88
45350	$1,530	Vancouver, YVR	Hong Kong, HKG	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $54	6 Experts	Ruiqingt
45363	$1,004	New York, NYC	Paris, ALL	Closed	10-Jul-13	(multi-city)	Multi-City	Finder's Fee $44	4 Experts	Lizzie.pain
45365	$803	New York, NYC	Amman, ALL	Closed	15-Jan-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	Joeyblackhorn
45381	$961	Montréal, YUL	London, LHR	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Steven_rochefort
45384	$1,187	Shanghai, PVG	Los Angeles, LAX	Closed	03-Aug-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Wbean1
45386	$1,069	Amsterdam, AMS	Denpasar, DPS	Closed	07-Jan-13	(one-way)	One-Way	Finder's Fee $49	3 Experts	User7825
45390	$1,047	Rio De Janeiro, ALL	New York, NYC	Closed	09-Mar-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Kfazakas
45393	$905	Toronto, ALL	Melbourne, MEL	Closed	31-Jan-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Kanisha_101
45407	$781	Miami, MIA	Madrid, MAD	Closed	27-Feb-13	25-Mar-13	Round-Trip	Finder's Fee $39	11 Experts	Ernestosanchezlu
45414	$345	San Jose, SJC	Kailua/Kona, KOA	Closed	04-Oct-13	15-Oct-13	Round-Trip	Finder's Fee $39	7 Experts	Gui
45416	$1,495	Auckland, AKL	London, LON	Closed	17-Mar-13	10-Apr-13	Round-Trip	Finder's Fee $39	7 Experts	T_rowland
45418	$812	Toronto, ALL	Copenhagen, CPH	Closed	27-May-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	Sean.senthilnath
45446	$141	Singapore, SIN	Bangkok, BKK	Closed	01-Feb-13	(one-way)	One-Way	Finder's Fee $44	1 Expert	Patrickden474
45451	$1,911	Barcelona, BCN	Dubai, DXB	Closed	07-Jan-13	(one-way)	One-Way	Finder's Fee $49	2 Experts	Annallaguer
45452	$676	Moscow, ALL	Guangzhou, CAN	Closed	14-Feb-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Bernal_k
45455	$854	Düsseldorf, DUS	Doha, DOH	Closed	16-Jan-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Brigitte_k
45460	$235	Berlin, BER	Sevilla, SVQ	Closed	15-Mar-13	(one-way)	One-Way	Finder's Fee $29	5 Experts	Karlkrauss82
45461	$1,156	London, LON	Melbourne, ALL	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $60	4 Experts	Cricketwithballs
45463	$1,277	Los Angeles, LAX	Hong Kong, HKG	Closed	04-Feb-13	(one-way)	One-Way	Finder's Fee $54	6 Experts	Paulasideronkova
45464	$1,190	Bucharest, OTP	Singapore, SIN	Closed	15-Jul-13	(one-way)	One-Way	Finder's Fee $49	4 Experts	Nikolic.alina
45467	$170	Berlin, BER	Moscow, ALL	Closed	05-Apr-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Rubenhuidekoper
45468	$1,528	Sydney, SYD	Madrid, MAD	Closed	19-Apr-13	(one-way)	One-Way	Finder's Fee $54	5 Experts	Googergeiger
45469	$1,849	Melbourne, MEL	London, LHR	Closed	19-Apr-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Jpwood87
45474	$391	Atlanta, ATL	Guatemala City, GUA	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Jca325
45475	$1,035	Perth, PER	Toronto, YYZ	Closed	05-Jul-13	(one-way)	One-Way	Finder's Fee $24	3 Experts	Keithzimaris
45498	$909	San Francisco, SFO	Hanoi, HAN	Closed	03-Feb-13	(one-way)	One-Way	Finder's Fee $54	4 Experts	Johnclayleonard
45504	$860	Amsterdam, AMS	Cape Town, CPT	Closed	15-Feb-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Shawnasnow
45505	$2,767	Perth, PER	Paris, ALL	Closed	09-Jan-13	(multi-city)	Multi-City	Finder's Fee $49	3 Experts	Alan65
45523	$1,970	Sydney, SYD	Melbourne, ALL	Closed	09-Jan-13	(one-way)	One-Way	Finder's Fee $100	3 Experts	Felixbuyss
45525	$3,242	Dublin, DUB	Singapore, SIN	Closed	17-Jun-13	(multi-city)	Multi-City	Finder's Fee $89	4 Experts	Jools
45529	$1,030	Zurich, ZRH	Osaka, KIX	Closed	04-May-13	(one-way)	One-Way	Finder's Fee $50	5 Experts	Guardjan
45548	$874	Prague, PRG	Miami, MIA	Closed	24-Mar-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Yasheq
45550	$542	New York, NYC	Paris, ALL	Closed	10-Feb-13	22-Feb-13	Round-Trip	Finder's Fee $39	5 Experts	John39
45552	$1,589	Raleigh, RDU	Phuket, HKT	Closed	15-Feb-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Shay.frendt
45555	$1,969	New York, NYC	Paris, ALL	Closed	14-Jun-13	(one-way)	One-Way	Finder's Fee $39	8 Experts	Vivanshah
45557	$703	New York, NYC	Maui, OGG	Closed	13-Aug-13	(one-way)	One-Way	Finder's Fee $59	3 Experts	Jarradb
45570	$380	Pittsburgh, PIT	Greenville, GSP	Closed	14-Mar-13	(one-way)	One-Way	Finder's Fee $29	6 Experts	Bmagorcox
45572	$268	London, LON	Alicante, ALC	Closed	03-Aug-13	(one-way)	One-Way	Finder's Fee $29	1 Expert	Drforster
45573	$972	Honolulu Oahu, HNL	Hong Kong, HKG	Closed	24-Mar-13	(one-way)	One-Way	Finder's Fee $29	5 Experts	Koneil86
45577	$694	Hamburg, HAM	Karachi, KHI	Closed	16-Jan-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Anatrubnikova
45585	$903	New York, NYC	Tel Aviv, ALL	Closed	17-Jul-13	14-Aug-13	Round-Trip	Finder's Fee $29	6 Experts	Sdmarcus
45603	$1,279	Vancouver, YVR	Mumbai, BOM	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $29	4 Experts	Surfing sunil
45608	$313	Mexico City, MEX	San Francisco, SFO	Closed	07-Feb-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Christelle.patte
45610	$1,310	San Francisco, SFO	Tokyo, TYO	Closed	21-Mar-13	(one-way)	One-Way	Finder's Fee $75	7 Experts	Mark.l.ma
45611	$335	Palmas de Gran Canaria Island, LPA	Amsterdam, AMS	Closed	17-Apr-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Mmastrodicassa
45612	$465	Townsville, TSV	Cairns, CNS	Closed	05-Feb-13	(one-way)	One-Way	Finder's Fee $44	1 Expert	Howard.awesa
45614	$285	Singapore, SIN	Mumbai, BOM	Closed	11-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Lis487
45615	$760	Boston, BOS	London, LON	Closed	03-May-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Krizkatie
45618	$898	Seoul, ALL	Almaty, ALA	Closed	14-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Elle982j
45619	$310	Dubai, DXB	New Delhi, DEL	Closed	22-Apr-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Mariantolnay
45621	$442	Tokyo, TYO	Manila, MNL	Closed	14-Jan-13	(one-way)	One-Way	Finder's Fee $39	6 Experts	Brad.lk17
45622	$779	London, LON	Johannesburg, JNB	Closed	03-May-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Ashley.margaret
45624	$1,675	Sydney, SYD	Aberdeen, ABZ	Closed	18-Apr-13	(one-way)	One-Way	Finder's Fee $44	2 Experts	Liamrprice
45625	$1,099	Moscow, ALL	Paris, ALL	Closed	04-Jan-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Nikolaibebek
45633	$1,284	Sydney, SYD	Paris, ALL	Closed	27-May-13	(one-way)	One-Way	Finder's Fee $44	6 Experts	Astrik
45641	$827	New York, JFK	Beijing, PEK	Closed	14-May-13	(one-way)	One-Way	Finder's Fee $49	1 Expert	Xyomeara
45643	$2,275	Brisbane, BNE	Buenos Aires, EZE	Closed	18-Jan-13	(one-way)	One-Way	Finder's Fee $29	1 Expert	Drivercar77
45654	$596	Zurich, ZRH	New York, NYC	Closed	16-Jul-13	(one-way)	One-Way	Finder's Fee $34	5 Experts	David.garius
45655	$898	Sydney, SYD	London, LHR	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $24	2 Experts	Arianewalker
45656	$1,249	Lviv, LWO	Koh Samui (Ko Samui), USM	Closed	15-Mar-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Lucian.cretu
45658	$1,635	Sydney, SYD	London, LHR	Closed	02-Jul-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Arianewalker
45662	$320	Hong Kong, HKG	Yangon, RGN	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Santiagosegura42
45663	$118	Osaka, ALL	Taipei, ALL	Closed	23-Jan-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Janetallen311
45664	$705	Brussels, BRU	Orlando, ALL	Closed	09-Sep-13	19-Sep-13	Round-Trip	Finder's Fee $29	3 Experts	Yvonne.konig
45671	$143	Paris, ALL	Cluj-Napoca, CLJ	Closed	17-May-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Velissadimitrova
45673	$652	Helsinki, HEL	Beijing, PEK	Closed	31-May-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Gundovak
45675	$1,151	London, LHR	Sydney, SYD	Closed	08-May-13	08-Aug-13	Round-Trip	Finder's Fee $39	6 Experts	Leaanthony
45683	$995	Birmingham, BHX	Santiago, SCL	Closed	23-Feb-13	14-Mar-13	Round-Trip	Finder's Fee $39	7 Experts	Blipstar
45686	$1,477	Sydney, SYD	Mumbai, BOM	Closed	12-Jan-13	19-Jan-13	Round-Trip	Finder's Fee $39	4 Experts	Sharat.kanthan
45687	$2,182	Sydney, SYD	Pamplona, PNA	Closed	12-Jul-13	(one-way)	One-Way	Finder's Fee $29	1 Expert	Anthonymorris13
45702	$858	Berlin, BER	New York, NYC	Closed	21-Jan-13	(one-way)	One-Way	Finder's Fee $44	4 Experts	Sachin
45706	$1,257	Detroit, DTW	Cape Town, CPT	Closed	07-Mar-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Trhaynes
45728	$1,041	New York, NYC	Paris, ALL	Closed	08-May-13	(one-way)	One-Way	Finder's Fee $49	1 Expert	Emcohen
45736	$209	Denver, DEN	Fort Lauderdale, FLL	Closed	23-Mar-13	30-Mar-13	Round-Trip	Finder's Fee $39	5 Experts	Robynparker82
45739	$5,071	San Francisco or Oakland	Auckland, AKL	Closed	12-Feb-13	(multi-city)	Multi-City	Finder's Fee $54	7 Experts	Online
45743	$2,146	Toronto, ALL	Kolkata / Calcutta, CCU	Closed	17-Jun-13	(one-way)	One-Way	Finder's Fee $79	3 Experts	Molly.beckel
45749	$1,467	Toronto, ALL	Sydney, SYD	Closed	07-Feb-13	(one-way)	One-Way	Finder's Fee $49	9 Experts	Free_ams
45751	$581	Kiev, ALL	New York, NYC	Closed	04-Feb-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Jiamack
45752	$160	Santiago de Compostela, SCQ	Paris, ALL	Closed	01-Feb-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Al.ferreiro
45756	$893	San Juan, SJU	Miami, MIA	Closed	06-Jan-13	10-Jan-13	Round-Trip	Finder's Fee $49	3 Experts	Georgecarlton617
45763	$2,199	Chicago, ORD	Milan, ALL	Closed	20-Jan-13	(one-way)	One-Way	Finder's Fee $49	8 Experts	Nazym.boularas
45769	$58	New York, JFK	Orlando, MCO	Closed	15-Jan-13	(one-way)	One-Way	Finder's Fee $34	3 Experts	Jlalvarez18
45782	$4,072	Melbourne, MEL	Paris, CDG	Closed	11-Jul-13	(one-way)	One-Way	Finder's Fee $54	7 Experts	Andrew72
45785	$228	Lisbon, LIS	Vienna, VIE	Closed	16-Jul-13	10-Sep-13	Round-Trip	Finder's Fee $49	7 Experts	Isabelamaraloliv
45790	$1,137	Brisbane, BNE	London, LON	Closed	29-Mar-13	03-May-13	Round-Trip	Finder's Fee $90	7 Experts	Hughes.tj
45804	$1,570	Dublin, DUB	Abu Dhabi, AUH	Closed	23-Mar-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Alan.smeaton
45805	$571	Raleigh, RDU	Moscow, SVO	Closed	17-Apr-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Mgkimsal
45808	$525	Miami, MIA	San Antonio, SAT	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $90	2 Experts	Pcasso87
45811	$2,090	Montréal, YUL	Beijing, PEK	Closed	14-Aug-13	(multi-city)	Multi-City	Finder's Fee $34	1 Expert	Penbiter
45813	$537	New York, NYC	Cannes/Mandelieu, CEQ	Closed	24-Jan-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	David12
45816	$100	Orlando, MCO	Tulsa, TUL	Closed	30-Mar-13	(one-way)	One-Way	Finder's Fee $50	2 Experts	Turtleguyy
45823	$828	Munich, MUC	Vasco da Gama, GOI	Closed	01-Mar-13	31-Mar-13	Round-Trip	Finder's Fee $39	9 Experts	Lori
45829	$988	Toronto, YYZ	Tokyo, NRT	Closed	26-Apr-13	(one-way)	One-Way	Finder's Fee $59	4 Experts	Justina.lam.01
45830	$928	New York, JFK	Buenos Aires, EZE	Closed	09-Apr-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	Sacksmb
45831	$1,819	Wellington, WLG	Manchester, MAN	Closed	22-Aug-13	08-Sep-13	Round-Trip	Finder's Fee $49	3 Experts	Lizkemp2104
45838	$482	Dushanbe, DYU	Moscow, ALL	Closed	01-Feb-13	(one-way)	One-Way	Finder's Fee $39	6 Experts	Natashakarenova
45840	$386	Frankfurt, FRA	Palmas de Gran Canaria Island, LPA	Closed	11-Feb-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Cmiguel43
45842	$338	Cairo, CAI	Tel Aviv, ALL	Closed	11-Feb-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Jynnmason
45843	$820	Los Angeles, LAX	Manila, MNL	Closed	26-Jan-13	16-Feb-13	Round-Trip	Finder's Fee $49	5 Experts	Pcervana
45844	$841	Frankfurt, FRA	Bangkok, BKK	Closed	12-Jul-13	(one-way)	One-Way	Finder's Fee $39	5 Experts	Ssigridur
45845	$479	Guatemala City, GUA	Mexico City, MEX	Closed	10-Jan-13	(one-way)	One-Way	Finder's Fee $39	1 Expert	Luisapaz245
45847	$375	Bogota, BOG	Miami, MIA	Closed	01-Jun-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Sandraperon59
45848	$705	Los Angeles, LAX	Barcelona, BCN	Closed	03-Feb-13	(multi-city)	Multi-City	Finder's Fee $49	2 Experts	Agtortillas
45850	$1,158	Cape Town, CPT	Auckland, AKL	Closed	21-Jan-13	(one-way)	One-Way	Finder's Fee $34	6 Experts	Chrism
45851	$562	New York, NYC	Zurich, ZRH	Closed	06-Jan-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	Abraham.steinber
45857	$543	Perth, PER	Yangon, RGN	Closed	01-Jun-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Contact
45860	$3,403	Sydney, SYD	Buenos Aires, ALL	Closed	29-May-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Marciaago
45862	$1,368	Sydney, SYD	Kailua/Kona, KOA	Closed	05-Jul-13	(one-way)	One-Way	Finder's Fee $49	2 Experts	Turfa
45867	$454	San Francisco, SFO	Cancún, CUN	Closed	17-Apr-13	22-Apr-13	Round-Trip	Finder's Fee $29	5 Experts	Adam.b.sterling
45870	$839	Lima, LIM	Los Angeles, LAX	Closed	05-Feb-13	(one-way)	One-Way	Finder's Fee $29	2 Experts	Dustmason
45872	$880	Tokyo, NRT	Rome, FCO	Closed	17-Apr-13	(one-way)	One-Way	Finder's Fee $29	3 Experts	Mgfanelli
45875	$385	Hong Kong, HKG	Ho Chi Minh City, SGN	Closed	17-Feb-13	(one-way)	One-Way	Finder's Fee $49	7 Experts	Mirthy
45876	$1,434	Melbourne, ALL	Paris, ALL	Closed	08-Feb-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Lucie.valentine.
45879	$5,427	Sydney, SYD	Manchester, MAN	Closed	28-Feb-13	(one-way)	One-Way	Finder's Fee $59	5 Experts	Mroberts
45890	$585	Calgary, YYC	Quebec, YQB	Closed	06-Feb-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Nicked
45901	$1,956	Brisbane, BNE	Los Angeles, LAX	Closed	22-Sep-13	(multi-city)	Multi-City	Finder's Fee $49	5 Experts	Good2Go
45904	$640	Copenhagen, CPH	Phuket, HKT	Closed	28-Jan-13	(one-way)	One-Way	Finder's Fee $39	7 Experts	Robertnool222
45916	$924	Brussels, ALL	Denpasar, DPS	Closed	25-Apr-13	11-May-13	Round-Trip	Finder's Fee $39	7 Experts	Sallyharrisfortr
45921	$975	Washington, IAD	Manila, MNL	Closed	31-Jan-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Minicrystal.chav
45928	$1,535	Washington, IAD	New Delhi, DEL	Closed	05-Feb-13	(multi-city)	Multi-City	Finder's Fee $54	4 Experts	Rcl0705
45931	$310	Yekaterinburg, SVX	Kiev, ALL	Closed	08-Jan-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Katie_peerson
45932	$757	Milan, ALL	Tokyo, TYO	Closed	15-Jan-13	(one-way)	One-Way	Finder's Fee $39	4 Experts	Giorgio.montesin
45933	$437	Copenhagen, CPH	Singapore, SIN	Closed	01-Mar-13	(one-way)	One-Way	Finder's Fee $24	3 Experts	User88
45935	$920	Lima, LIM	Kuala Lumpur, KUL	Closed	28-Jan-13	(one-way)	One-Way	Finder's Fee $34	4 Experts	Timchikonline
45938	$682	Madrid, MAD	Houston, ALL	Closed	07-Mar-13	(one-way)	One-Way	Finder's Fee $39	3 Experts	Simncarnegie
45939	$672	Frankfurt, FRA	Bangkok, BKK	Closed	11-Jun-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Hendricksgoi34
45943	$1,374	Milan, ALL	Toronto, ALL	Closed	05-Aug-13	(multi-city)	Multi-City	Finder's Fee $54	4 Experts	Veratti.andrea
45945	$170	New York, NYC	Toronto, ALL	Closed	12-Apr-13	(one-way)	One-Way	Finder's Fee $39	2 Experts	Sarahforeman77
45946	$975	Shanghai, ALL	Tokyo, TYO	Closed	24-Jan-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Rodolfovazquez73
45947	$1,514	Edmonton, YEG	Melbourne, ALL	Closed	24-Jan-13	(one-way)	One-Way	Finder's Fee $29	2 Experts	Jrosenhain
45954	$287	Newark, EWR	London, LON	Closed	25-Jan-13	(one-way)	One-Way	Finder's Fee $49	5 Experts	Rohitkeswani
45957	$1,000	London, LHR	Austin, AUS	Closed	07-Mar-13	(multi-city)	Multi-City	Finder's Fee $44	3 Experts	Ericbrotto
45962	$1,219	Redmond, RDM	Zurich, ZRH	Closed	16-May-13	(one-way)	One-Way	Finder's Fee $44	3 Experts	CCROZLY
45969	$2,834	Sydney, SYD	Vienna, VIE	Closed	29-Mar-13	(multi-city)	Multi-City	Finder's Fee $59	2 Experts	Stephen.powter
45971	$1,087	Melbourne, ALL	Manchester, MAN	Closed	07-Feb-13	25-Feb-13	Round-Trip	Finder's Fee $29	9 Experts	Michael18
45981	$796	Los Angeles, LAX	Rio De Janeiro, ALL	Closed	14-Mar-13	19-Mar-13	Round-Trip	Finder's Fee $39	4 Experts	Janetz
45984	$1,878	Brisbane, BNE	Hong Kong, HKG	Closed	20-Mar-13	(multi-city)	Multi-City	Finder's Fee $44	2 Experts	Awesomeay
45986	$1,498	Sydney, SYD	Dublin, DUB	Closed	03-Jul-13	17-Jul-13	Round-Trip	Finder's Fee $39	5 Experts	Edelmccrystall
45989	$1,139	Sydney, SYD	Dublin, DUB	Closed	01-Jun-13	30-Jun-13	Round-Trip	Finder's Fee $39	5 Experts	John.power
45995	$630	New York, NYC	Shanghai, ALL	Closed	02-Feb-13	(one-way)	One-Way	Finder's Fee $34	2 Experts	Iamajeed
